ID,CREDIT,GENDER,EDUCATION,MARRIAGE,AGE,PAY_FEB,PAY_JAN,PAY_DEC,BILL_AMT_FEB,BILL_AMT_JAN,BILL_AMT_DEC,PAY_AMT_FEB,PAY_AMT_JAN,PAY_AMT_DEC,DEFAULT_MAR
6205,50000,Male,Graduate,Married,56,-1,-1,-1,5433,12906,7044,1117,1098,231,1
6206,490000,Male,High School,Married,28,-1,-1,-1,108157,107692,108590,4056,3993,3831,0
6207,170000,Male,Graduate,Married,45,-1,-1,-1,3479,570,0,570,0,1546,0
6208,500000,Male,Graduate,Single,29,-1,-1,-1,15732,15760,18426,3000,3000,2000,0
6209,220000,Male,Post Graduate,Married,46,2,-1,-1,157646,159833,160032,5800,5759,5938,0
6210,150000,Female,Graduate,Single,30,-1,-1,-1,141330,133582,125026,8000,8000,5000,0
6211,50000,Female,Post Graduate,Married,34,2,2,2,44654,45650,46320,2000,1700,0,0
6212,50000,Male,Post Graduate,Married,52,-1,-1,-1,46436,41290,40251,2300,2000,1000,0
6213,100000,Female,Graduate,Single,26,-1,-1,-1,91857,78797,70936,3572,2600,5600,0
6214,310000,Female,Post Graduate,Single,25,-1,-1,-1,28598,22017,14605,8820,1576,1000,0
6215,510000,Female,Graduate,Married,35,-1,-1,-1,62382,55076,113654,5000,70000,3500,0
6216,200000,Male,Post Graduate,Married,41,1,2,2,11201,1383,976,980,0,563,0
6217,50000,Male,High School,Married,43,-1,-1,2,7978,11396,8900,3887,0,453,0
6218,300000,Female,Graduate,Single,38,1,3,2,10361,9692,3772,0,3,0,0
6219,450000,Female,Graduate,Married,40,1,-1,-1,0,0,0,0,0,0,0
6220,30000,Male,Post Graduate,Single,27,-1,-1,-1,3902,1950,890,1950,2390,0,0
6221,60000,Female,Graduate,Single,27,-1,-1,-1,836,836,390,836,390,150,0
6222,140000,Female,Post Graduate,Single,23,2,-1,-1,25621,26805,27763,1600,1500,1000,1
6223,50000,Female,Post Graduate,Single,32,-1,-1,-1,36211,28530,20084,1709,2004,7497,0
6224,90000,Female,High School,Single,28,-1,-1,-1,86493,86960,87187,4200,4000,3200,0
6225,190000,Female,Post Graduate,Married,34,-1,-1,2,138628,156232,152251,21440,0,5600,0
6226,150000,Female,Graduate,Single,29,-1,-1,-1,147331,146999,146277,6740,6850,5664,0
6227,390000,Female,Post Graduate,Single,28,-1,-1,-1,19081,1170,6512,1170,6512,14122,0
6228,30000,Male,High School,Married,47,-1,-1,-1,28923,29803,25373,1586,1365,1663,0
6229,240000,Male,Graduate,Married,60,2,-1,-1,184427,188583,191992,7001,6180,6000,1
6230,260000,Female,Graduate,Single,29,-1,-1,-1,470,0,0,0,0,550,1
6231,30000,Male,High School,Single,25,-1,-1,-1,10198,28773,18031,18808,1200,263,0
6232,500000,Female,Graduate,Single,28,-1,-1,-1,58076,59534,51006,2001,6620,6015,0
6233,60000,Female,Post Graduate,Single,29,2,2,2,41387,42117,41140,1685,0,1655,0
6234,200000,Male,High School,Married,30,-1,-1,-1,144933,148103,148137,7000,4000,4000,0
6235,80000,Male,Post Graduate,Married,31,-1,-1,-1,70664,62223,26400,2036,1500,1201,0
6236,100000,Female,Post Graduate,Single,30,1,-1,-1,-4,-4,-4,0,0,0,0
6237,380000,Male,Graduate,Married,42,-1,-1,-1,4377,-3,3885,0,3888,0,0
6238,210000,Male,Post Graduate,Married,30,-1,-1,-1,32903,33275,34174,1600,1846,1209,1
6239,10000,Male,Post Graduate,Single,27,-1,-1,-1,8257,7995,4878,2000,1100,600,1
6240,500000,Male,Post Graduate,Married,44,-1,-1,-1,91718,93338,96781,4000,5000,4000,0
6241,240000,Female,Graduate,Married,37,2,-1,-1,118402,119764,72050,5598,4000,0,1
6242,270000,Male,Graduate,Single,29,-1,-1,-1,227479,181629,185614,7000,7000,7000,0
6243,50000,Male,Post Graduate,Single,25,-1,-1,-1,21006,18851,19722,4788,1532,1002,0
6244,120000,Female,Graduate,Single,36,-1,-1,-1,84171,76025,78068,3438,4000,12242,0
6245,280000,Male,Graduate,Single,28,-1,-1,-1,281663,211805,96763,80019,5000,439,0
6246,260000,Female,Graduate,Single,28,-1,-1,-1,126418,129214,131933,6000,5200,5000,0
6247,360000,Male,Graduate,Married,38,-1,-1,-1,7975,4062,1914,4062,1914,4877,0
6248,210000,Female,Graduate,Single,30,1,-1,-1,0,795,588,795,588,1488,0
6249,390000,Male,Graduate,Single,29,-1,-1,-1,9918,15918,103169,16008,100000,5000,0
6250,40000,Male,Post Graduate,Married,36,-1,-1,2,34871,37999,37089,3700,0,3000,0
6251,10000,Female,Post Graduate,Single,27,-1,-1,-1,6691,7723,17734,1142,1286,500,0
6252,120000,Female,Post Graduate,Married,43,-1,-1,-1,0,999,0,999,0,0,1
6253,200000,Male,High School,Married,43,-1,-1,-1,1435,1270,3783,1270,4000,0,0
6254,80000,Female,Post Graduate,Married,37,-1,-1,-1,1480,3832,898,3832,898,425,0
6255,60000,Female,Post Graduate,Single,27,-1,-1,-1,12193,13983,15746,2000,2000,2000,0
6256,130000,Female,Post Graduate,Single,39,2,2,2,50033,52440,52993,3500,2000,0,1
6257,100000,Female,Post Graduate,Single,29,-1,-1,-1,17848,19032,19664,1775,1407,328,0
6258,20000,Male,Post Graduate,Married,45,-1,2,2,3213,4308,4093,1300,0,1000,0
6259,460000,Male,Graduate,Single,34,-1,-1,-1,45358,42991,45848,2613,7021,10019,0
6260,80000,Male,Post Graduate,Single,32,1,2,-1,82212,79682,28242,7,1200,1408,0
6261,80000,Male,Graduate,Single,26,-1,-1,-1,74487,76126,69856,7576,3000,1800,0
6262,240000,Female,Graduate,Single,28,-1,-1,-1,209848,214477,218142,10000,9000,7000,0
6263,200000,Female,High School,Married,38,-1,-1,-1,97584,75187,72556,3600,2500,3000,0
6264,230000,Male,Post Graduate,Single,29,-1,-1,-1,200,840,0,840,0,3458,0
6265,260000,Female,Graduate,Married,53,2,-1,-1,827,827,827,827,827,827,0
6266,90000,Female,Post Graduate,Married,38,-1,-1,-1,88758,89680,89876,3900,3487,1629,0
6267,320000,Male,Post Graduate,Single,29,-1,-1,-1,324693,321110,325024,11650,12500,11900,0
6268,280000,Female,Post Graduate,Married,47,-1,-1,-1,231181,26610,24910,1610,1910,1133,0
6269,120000,Male,Post Graduate,Single,29,1,2,-1,87376,85135,86024,0,3200,6800,1
6270,400000,Female,Graduate,Single,27,1,-1,-1,140,140,12527,140,12527,253,0
6271,50000,Female,Graduate,Married,55,-1,-1,-1,25043,26411,27451,1775,1815,695,0
6272,10000,Female,Graduate,Single,23,2,2,6,2400,2400,2400,0,0,0,1
6273,70000,Male,Post Graduate,Single,26,-1,-1,-1,69900,67591,68338,2506,1925,1000,0
6274,210000,Male,Graduate,Married,30,-1,-1,-1,65600,63396,64150,2300,3000,3000,0
6275,140000,Female,Post Graduate,Married,39,-1,-1,-1,1007,3680,4214,3685,4214,76,0
6276,290000,Male,Post Graduate,Married,50,-1,-1,-1,929,1729,0,1732,0,0,0
6277,30000,Male,High School,Married,32,-1,-1,-1,28292,30494,28317,3000,1431,483,0
6278,110000,Female,Graduate,Single,32,1,2,-1,58679,56871,56279,1210,2056,1200,1
6279,20000,Female,High School,Single,54,-1,-1,2,9777,10140,9360,2000,1000,1000,0
6280,220000,Female,Post Graduate,Married,36,-1,-1,-1,136556,139453,142295,5100,5163,5196,0
6281,180000,Female,Post Graduate,Married,36,-1,-1,-1,682,0,0,0,0,1012,0
6282,30000,Male,Graduate,Single,26,4,3,2,25899,25177,22768,0,600,800,1
6283,50000,Female,Post Graduate,Single,31,1,-1,-1,0,0,0,0,0,0,0
6284,150000,Male,High School,Married,29,-1,-1,-1,38675,0,0,0,0,0,0
6285,150000,Female,Graduate,Single,32,-1,-1,-1,30697,40139,49410,10000,10000,10000,0
6286,140000,Male,High School,Single,30,1,3,2,84014,85107,82532,3300,0,6500,0
6287,80000,Female,Post Graduate,Married,48,-1,-1,-1,79518,77757,32325,2264,1420,1002,0
6288,200000,Female,Graduate,Married,33,-1,-1,-1,105775,88262,69596,3493,2536,1065,0
6289,400000,Male,Graduate,Married,44,-1,-1,-1,4482,-10,1903,0,1913,850,0
6290,130000,Female,Post Graduate,Married,28,2,2,-1,135805,125973,95602,75,3369,3423,0
6291,50000,Female,Post Graduate,Single,22,-1,-1,-1,38604,36684,33826,1575,1757,1047,0
6292,190000,Male,Post Graduate,Married,51,-1,-1,-1,86713,75143,43487,3359,13487,1414,1
6293,470000,Female,Graduate,Single,40,-1,-1,-1,17243,14722,15270,1243,1300,600,1
6294,280000,Male,Graduate,Married,55,-1,-1,-1,2326,4917,4906,4917,2453,2254,0
6295,460000,Female,Graduate,Single,26,-1,-1,-1,18738,16345,20246,16447,20373,10018,0
6296,340000,Female,Post Graduate,Single,32,-1,-1,-1,169246,100967,102819,6000,4500,5000,0
6297,110000,Male,Post Graduate,Single,27,-1,-1,-1,103550,105089,107164,6000,6000,4000,0
6298,440000,Female,Post Graduate,Single,27,-1,-1,-1,25154,27028,29098,10011,5052,3163,0
6299,90000,Female,Post Graduate,Single,23,-1,-1,-1,3440,6140,5812,6140,5812,13955,0
6300,70000,Female,Post Graduate,Single,24,-1,-1,-1,63912,53137,45078,2400,2000,1000,0
6301,30000,Female,Post Graduate,Single,24,1,2,2,7134,7872,9528,1000,1800,500,0
6302,120000,Female,Post Graduate,Single,49,-1,-1,-1,3903,2246,3040,1300,1000,0,0
6303,300000,Female,Post Graduate,Single,27,-1,-1,-1,12752,9314,26887,9314,27187,13981,0
6304,60000,Female,Graduate,Single,25,-1,-1,-1,16313,10253,7735,5000,3000,2000,0
6305,180000,Male,Post Graduate,Single,36,-1,-1,-1,100,100,109,100,109,3626,1
6306,30000,Female,Graduate,Single,43,1,2,2,17775,18688,21488,1500,3433,0,1
6307,360000,Male,Graduate,Single,35,-1,-1,-1,15798,16630,15687,16713,15766,38944,0
6308,150000,Male,Graduate,Married,49,-1,-1,-1,15472,14860,19601,14877,19608,13280,0
6309,70000,Female,Graduate,Single,28,-1,-1,-1,20335,21699,22460,2000,1500,3000,0
6310,150000,Female,Post Graduate,Married,44,-1,-1,-1,61951,55504,22050,15000,1200,0,0
6311,440000,Female,Graduate,Married,33,-1,-1,-1,0,0,0,0,0,0,0
6312,500000,Male,Graduate,Married,52,1,-1,-1,-5,43528,104315,43533,104406,71776,0
6313,260000,Male,Post Graduate,Single,29,1,2,-1,263943,258331,261518,0,7700,6000,1
6314,360000,Male,Graduate,Single,29,1,-1,-1,0,0,0,0,0,0,0
6315,140000,Male,Graduate,Single,28,-1,-1,-1,132880,133904,134552,6400,7000,5000,0
6316,10000,Male,Graduate,Single,24,-1,-1,2,4216,6476,6224,2500,0,227,1
6317,200000,Female,Graduate,Single,32,-1,-1,-1,2580,-35,3519,0,3554,1855,0
6318,210000,Male,Post Graduate,Married,35,-1,-1,-1,128595,131627,136428,4606,6815,1800,0
6319,20000,Male,Post Graduate,Single,27,2,-1,-1,13747,15020,16059,1500,1600,580,1
6320,240000,Male,Graduate,Married,44,-1,-1,-1,4221,2188,2701,2188,2701,2427,0
6321,30000,Male,Post Graduate,Single,51,5,4,3,26551,25855,25146,0,0,2113,1
6322,450000,Female,Post Graduate,Married,38,-1,-1,-1,10972,15005,13887,15008,1200,5255,0
6323,60000,Female,High School,Single,40,-1,-1,-1,24496,20329,15219,20391,1200,3658,0
6324,100000,Female,Post Graduate,Single,30,-1,-1,-1,58335,56745,56058,2801,2300,1613,0
6325,500000,Male,Graduate,Married,49,-1,-1,-1,12939,28805,41027,28954,41027,36073,0
6326,50000,Male,High School,Married,51,-1,-1,-1,636,2228,3287,4600,1500,2000,0
6327,80000,Female,Post Graduate,Married,35,-1,-1,-1,997,40297,6597,40297,6597,3465,0
6328,20000,Female,Post Graduate,Single,22,2,2,2,5743,7487,8114,2000,900,0,1
6329,500000,Male,Graduate,Single,43,-1,-1,-1,141323,143548,146487,5000,5015,5000,0
6330,140000,Female,Graduate,Single,31,-1,-1,-1,71066,55271,50706,2042,1958,1501,0
6331,500000,Female,Post Graduate,Single,29,-1,-1,-1,455042,364288,261185,12564,10000,6476,0
6332,50000,Male,Post Graduate,Single,24,2,-1,-1,43247,45036,44384,3000,1300,642,1
6333,170000,Male,Graduate,Married,60,-1,-1,-1,170359,178514,98196,11700,3600,3500,1
6334,220000,Female,Post Graduate,Married,44,-1,-1,-1,136838,142250,149864,10000,10000,10000,0
6335,70000,Female,Post Graduate,Married,33,2,2,2,63963,65350,66279,3000,2600,6000,1
6336,360000,Female,Post Graduate,Single,34,-1,-1,-1,122193,109382,109845,5004,4031,3082,0
6337,430000,Female,Graduate,Single,29,-1,-1,-1,34785,0,18518,0,18518,5,0
6338,20000,Male,High School,Single,26,2,2,-1,20155,10356,556,0,600,20900,0
6339,200000,Female,High School,Single,53,-1,-1,-1,784,1972,2577,1188,2581,1013,0
6340,200000,Female,Post Graduate,Others,35,-1,-1,-1,1992,8287,9427,8290,9427,2240,0
6341,80000,Female,Post Graduate,Single,25,-1,-1,-1,78401,76930,77977,3562,3112,2076,0
6342,130000,Male,Graduate,Married,35,2,-1,-1,77578,79724,81221,4000,3500,5000,0
6343,150000,Male,Graduate,Married,49,-1,-1,-1,6338,8460,1682,8470,1682,7898,0
6344,150000,Male,High School,Married,53,2,2,2,17790,18209,18608,1000,1000,2000,1
6345,190000,Female,Post Graduate,Single,27,2,2,2,4686,5459,6214,1000,1000,1000,1
6346,450000,Female,Post Graduate,Single,36,1,-1,-1,0,0,0,0,0,0,1
6347,80000,Female,Post Graduate,Married,31,-1,-1,-1,390,390,390,390,390,390,0
6348,260000,Female,Post Graduate,Single,31,-1,3,2,82274,80426,78536,0,0,17000,0
6349,80000,Male,Graduate,Single,34,2,2,2,62423,63827,64682,3000,2500,2600,1
6350,500000,Male,Graduate,Married,39,1,-1,-1,0,0,0,0,0,0,0
6351,260000,Male,Graduate,Married,43,-1,-1,-1,76,773,0,826,0,1703,0
6352,260000,Female,Graduate,Single,30,2,-1,-1,94114,96689,101023,5000,6000,5000,1
6353,50000,Male,Graduate,Single,33,2,4,3,24947,24529,23840,249,0,0,0
6354,360000,Female,Graduate,Married,46,1,-1,-1,-8,859,-820,867,0,7,0
6355,170000,Female,Graduate,Single,53,-1,-1,-1,-200,-200,-200,0,0,200,0
6356,120000,Female,Post Graduate,Married,34,1,-1,-1,0,0,369,0,369,55,0
6357,50000,Female,Post Graduate,Married,26,-1,-1,-1,5195,15371,14163,15387,1500,2000,0
6358,50000,Female,Graduate,Married,40,-1,2,-1,465,465,760,0,760,600,1
6359,310000,Male,Graduate,Married,48,-1,-1,-1,29662,5384,4488,1536,4510,2652,0
6360,50000,Male,Graduate,Single,27,-1,-1,-1,17541,18716,19098,1762,1144,66,0
6361,140000,Female,Post Graduate,Single,32,-1,-1,-1,121508,99470,83330,5000,4000,3000,0
6362,100000,Female,Post Graduate,Married,28,2,-1,-1,73073,74739,70844,3500,3003,1910,1
6363,20000,Male,High School,Single,32,1,2,-1,19844,19238,20205,0,1302,685,0
6364,120000,Female,Graduate,Single,27,-1,-1,-1,11379,9559,10861,1200,1500,0,1
6365,30000,Female,High School,Married,59,-1,-1,-1,28170,32597,32289,4946,2000,1220,0
6366,20000,Male,High School,Married,27,-1,-1,2,20184,20702,20057,2950,2,687,1
6367,160000,Female,Post Graduate,Single,27,1,-1,-1,0,1519,0,1519,0,0,1
6368,180000,Female,Post Graduate,Married,37,1,-1,-1,-1279,-2329,2115,0,4444,214,0
6369,40000,Female,Graduate,Single,26,-1,-1,-1,20936,20647,21561,3000,4000,0,0
6370,80000,Female,Post Graduate,Married,34,-1,-1,-1,49005,49551,45930,2141,2150,0,0
6371,120000,Male,Post Graduate,Single,31,3,3,2,113722,110525,103632,0,0,0,0
6372,20000,Female,Post Graduate,Single,22,-1,-1,-1,2480,179,1669,179,1669,0,1
6373,20000,Male,Post Graduate,Single,33,-1,-1,2,18271,19857,19090,2967,0,0,0
6374,100000,Male,Graduate,Married,52,4,5,4,101762,102832,100328,3504,0,0,1
6375,500000,Male,Graduate,Single,45,1,-1,-1,0,0,0,0,0,0,0
6376,80000,Female,Post Graduate,Married,29,-1,-1,-1,78293,79555,77025,3161,4000,3000,0
6377,150000,Female,Graduate,Single,41,-1,-1,-1,9682,-399,0,399,399,0,0
6378,30000,Female,High School,Single,26,-1,-1,-1,27594,29717,28812,2595,1200,1020,0
6379,120000,Male,Graduate,Single,34,1,2,2,650,625,300,300,0,500,1
6380,70000,Female,Post Graduate,Married,27,2,2,2,25773,28943,28184,3600,0,1030,1
6381,150000,Male,Post Graduate,Married,32,-1,-1,-1,141346,145483,146410,10000,7000,4000,0
6382,210000,Female,Post Graduate,Married,42,1,-1,-1,0,0,0,0,0,6622,0
6383,80000,Female,Post Graduate,Married,30,1,2,-1,82891,80997,81380,0,3299,2699,0
6384,90000,Male,Post Graduate,Single,29,-1,-1,-1,86294,88412,89853,4400,4111,2100,0
6385,20000,Female,Post Graduate,Single,22,-1,-1,-1,17807,18520,39053,1298,1909,1666,0
6386,240000,Female,Graduate,Single,36,1,-1,-1,0,18000,18485,18000,2000,2000,0
6387,50000,Male,Post Graduate,Single,29,2,2,-1,30117,30712,32332,1370,2210,2190,1
6388,250000,Female,Graduate,Single,28,-1,-1,-1,273927,211551,132145,21700,11710,6030,0
6389,280000,Female,Graduate,Single,31,1,-1,-1,0,0,0,0,0,0,0
6390,10000,Male,High School,Others,40,-1,-1,-1,8286,9395,10000,1400,1000,0,0
6391,150000,Female,Post Graduate,Single,33,-1,-1,-1,46006,45425,32139,2000,3000,40009,0
6392,330000,Female,Post Graduate,Married,47,1,-1,-1,0,0,0,0,0,3155,0
6393,240000,Male,Graduate,Single,30,-1,-1,-1,5354,4790,900,4790,900,6849,1
6394,130000,Female,Post Graduate,Single,34,-1,-1,-1,42063,0,0,0,0,0,0
6395,450000,Male,Graduate,Single,37,-1,-1,-1,16259,15026,17363,6000,4000,6000,0
6396,50000,Male,Graduate,Single,26,-1,-1,-1,526,526,526,526,526,1913,1
6397,70000,Female,High School,Married,24,-1,-1,-1,68083,50822,31179,3012,5000,2000,0
6398,80000,Male,Post Graduate,Single,26,-1,-1,-1,33490,35908,29995,5000,1318,1200,0
6399,50000,Male,Graduate,Single,24,-1,-1,-1,236,4324,1861,4324,1861,0,0
6400,30000,Male,High School,Married,33,2,-1,-1,29742,30266,45414,1406,1366,1000,1
6401,50000,Male,Post Graduate,Single,23,-1,-1,-1,48025,47611,44249,2122,1815,1184,0
6402,70000,Male,Post Graduate,Married,29,-1,-1,-1,68540,64645,66460,3000,3000,2000,0
6403,50000,Female,Post Graduate,Single,33,-1,-1,-1,14720,15743,16756,1265,1278,611,1
6404,100000,Female,High School,Single,27,-1,-1,-1,53423,39096,40037,1958,1953,1500,1
6405,200000,Female,Post Graduate,Single,24,-1,-1,-1,39723,40586,44233,1353,4000,1267,0
6406,180000,Male,Graduate,Single,38,1,-1,-1,3999,2183,5828,2183,5828,0,0
6407,240000,Female,Graduate,Single,38,-1,-1,-1,6916,2098,9927,2106,9951,3633,1
6408,90000,Female,High School,Married,35,2,2,2,35077,37557,29355,3407,56,603,0
6409,50000,Female,Post Graduate,Single,33,-1,-1,-1,16926,17749,18760,1400,1312,684,0
6410,80000,Male,Post Graduate,Single,48,-1,-1,-1,74658,72885,47663,2500,2000,2000,0
6411,210000,Female,Graduate,Married,43,-1,-1,-1,0,981,2148,981,2148,0,0
6412,350000,Male,High School,Married,41,-1,-1,-1,349125,338832,296868,12005,10095,8389,0
6413,160000,Male,Post Graduate,Single,45,-1,-1,-1,131895,132154,129237,5336,4900,2807,1
6414,70000,Male,Graduate,Single,33,-1,-1,-1,66874,132127,52335,2423,4136,1024,1
6415,140000,Female,Graduate,Married,33,1,-1,-1,0,840,0,840,0,0,0
6416,80000,Male,Post Graduate,Married,47,-1,-1,-1,52690,51560,51047,2022,1711,1584,0
6417,110000,Female,Post Graduate,Married,39,2,2,-1,110109,106656,104407,0,5200,7700,1
6418,50000,Male,Post Graduate,Single,25,-1,-1,-1,17355,5934,16637,1000,24677,0,0
6419,30000,Male,Graduate,Married,38,-1,-1,2,27429,29085,29282,2403,1200,588,0
6420,30000,Female,Post Graduate,Single,27,-1,-1,2,28392,31439,30394,3500,0,0,0
6421,200000,Male,Post Graduate,Single,33,-1,-1,-1,80012,81703,83290,2972,2952,3107,1
6422,290000,Female,Post Graduate,Single,28,-1,-1,-1,133789,137875,124871,6300,6000,5000,0
6423,220000,Male,Graduate,Single,34,-1,-1,-1,29549,28267,29708,2000,3000,800,0
6424,180000,Male,Graduate,Single,28,-1,-1,-1,9853,18399,29973,10732,22119,17012,0
6425,500000,Male,High School,Married,38,-1,-1,-1,74223,72419,64537,3338,3022,2502,0
6426,210000,Male,Post Graduate,Married,39,-1,-1,-1,7128,3605,4308,3623,4315,3713,0
6427,100000,Female,Graduate,Single,24,3,2,2,100016,97562,104365,0,8440,0,1
6428,100000,Female,Post Graduate,Single,23,-1,-1,-1,8002,7954,9777,2000,2000,1000,0
6429,130000,Female,Post Graduate,Single,25,2,2,-1,138910,119948,135259,0,18259,3456,1
6430,10000,Male,Post Graduate,Single,21,-1,-1,-1,9042,10038,9784,1305,1000,200,1
6431,50000,Male,Post Graduate,Single,35,-1,-1,-1,780,0,390,0,390,390,0
6432,240000,Male,Graduate,Married,37,-1,-1,-1,191748,169943,137358,7000,4883,4753,0
6433,20000,Female,High School,Married,53,-1,-1,-1,12237,12870,0,1000,0,0,0
6434,20000,Female,Graduate,Married,38,-1,-1,-1,1925,500,0,500,0,0,0
6435,150000,Female,Graduate,Single,39,3,2,2,99,99,0,0,0,1980,0
6436,230000,Male,Post Graduate,Married,36,-1,-1,2,3872,5376,3878,2000,397,2720,0
6437,50000,Male,Post Graduate,Single,26,-1,-1,-1,49713,50581,46567,2000,2000,1000,0
6438,300000,Female,Post Graduate,Married,35,-1,-1,-1,10911,18463,16022,12042,6191,10892,0
6439,110000,Female,Post Graduate,Others,54,-1,-1,-1,316,316,632,316,632,150,0
6440,230000,Female,Graduate,Single,33,-1,-1,-1,4533,0,510,0,510,0,0
6441,50000,Female,Post Graduate,Single,30,1,-1,-1,0,10228,49243,10228,40000,993,0
6442,70000,Female,Post Graduate,Single,24,-1,-1,-1,66915,68852,69390,3167,2521,2400,0
6443,360000,Female,Graduate,Married,27,-1,-1,-1,0,0,7365,0,7365,0,0
6444,110000,Female,Post Graduate,Single,32,-1,-1,-1,108159,106812,108464,5400,5400,4100,0
6445,120000,Female,Post Graduate,Single,48,-1,-1,-1,116183,116394,113245,5078,2657,978,0
6446,200000,Female,Graduate,Married,45,-1,-1,-1,15127,1890,3699,1896,3712,379,1
6447,260000,Female,Others,Married,46,-1,-1,-1,9507,4405,0,4405,0,2776,0
6448,290000,Female,Graduate,Married,47,-1,-1,-1,15485,12332,3979,12369,4690,7160,0
6449,20000,Female,Post Graduate,Single,22,-1,-1,-1,17503,12245,12974,1273,1392,2000,0
6450,50000,Female,High School,Single,22,-1,-1,-1,46687,47831,48764,1896,1829,1924,1
6451,50000,Female,Post Graduate,Married,23,-1,-1,-1,33713,34437,28709,5012,3000,3548,0
6452,60000,Female,Graduate,Single,23,-1,-1,-1,3517,3277,11335,1000,10341,0,0
6453,330000,Male,Graduate,Married,46,-1,-1,-1,7401,4567,6242,4567,6443,24353,0
6454,60000,Female,Post Graduate,Married,23,-1,-1,-1,58844,43427,30408,2000,4300,1000,0
6455,180000,Female,Post Graduate,Married,25,-1,-1,-1,134733,120775,112784,9148,4030,4211,0
6456,80000,Female,Graduate,Single,28,1,2,2,53541,54694,55297,2600,2100,2000,0
6457,450000,Female,Graduate,Single,32,1,-1,-1,0,1042,4064,1042,3057,0,0
6458,150000,Female,Doctorate,Married,36,-1,-1,-1,5253,0,0,0,0,0,0
6459,280000,Female,Post Graduate,Single,28,1,-1,-1,0,0,11905,0,11905,200,0
6460,180000,Male,High School,Single,47,-1,-1,-1,67011,69935,72031,4000,4000,7501,0
6461,380000,Female,High School,Married,54,-1,-1,-1,1630,65757,65201,65757,1628,196,0
6462,150000,Male,Post Graduate,Married,45,-1,-1,-1,390,390,390,390,390,390,0
6463,280000,Female,Graduate,Single,52,-1,-1,-1,886,0,930,0,930,0,0
6464,160000,Female,Post Graduate,Single,34,-1,-1,-1,18958,11842,7918,24000,8000,13780,0
6465,120000,Male,Post Graduate,Single,29,-1,-1,-1,118277,121004,118774,6513,3740,3215,0
6466,330000,Female,Graduate,Single,34,-1,-1,-1,261974,245882,228275,15000,10008,10000,0
6467,210000,Female,Post Graduate,Married,49,1,-1,-1,0,0,0,0,0,0,0
6468,200000,Male,Graduate,Single,27,1,-1,-1,-36,7203,5360,7239,5395,4503,0
6469,340000,Female,Others,Married,27,-1,-1,-1,281544,283173,282231,11000,11031,8000,0
6470,200000,Male,Graduate,Single,34,-1,-1,-1,959,451,-1,452,0,606,0
6471,160000,Female,High School,Married,34,-1,-1,2,4763,4899,697,3009,0,1373,0
